doc_id,pdf_page,page_index,page_role,candidate_table_numbers,matched_table_numbers,visible_titles,warnings,image_path,review_decision,review_notes
1911_census_volume_iii_part_xiv_summary,6,5,boundary_multiple_tables,1 | 2 | 3 | 4,1 | 2 | 3,"Population of States and Territories | Full-blooded Aboriginals enumerated in States and Territories | Comparison of Population, 1881, 1891, 1901 and 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0006_role_boundary_multiple_tables_cand_1_2_3_4_match_1_2_3.png,,
1911_census_volume_iii_part_xiv_summary,7,6,boundary_multiple_tables,4 | 3 | 5,3 | 4,"Comparison of Population, 1881, 1891, 1901 and 1911 | Increase of Population, 1881-1891, 1891-1901, and 1901-1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0007_role_boundary_multiple_tables_cand_4_3_5_match_3_4.png,,
1911_census_volume_iii_part_xiv_summary,8,7,boundary_multiple_tables,5 | 4 | 6,4 | 5,"4.—INCREASE OF POPULATION IN THE SEVERAL STATES AND TERRITORIES—continued. | 5.—ADJUSTED POPULATION OF THE SEVERAL STATES AND THE NORTHERN TERRITORY,",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0008_role_boundary_multiple_tables_cand_5_4_6_match_4_5.png,,
1911_census_volume_iii_part_xiv_summary,40,39,boundary_multiple_tables,32 | 31 | 33,31 | 32,Population of the Commonwealth in Age Groups | Metropolitan and Extra-Metropolitan Population of New South Wales,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0040_role_boundary_multiple_tables_cand_32_31_33_match_31_32.png,,
1911_census_volume_iii_part_xiv_summary,42,41,boundary_multiple_tables,34 | 33 | 35 | 36,34 | 35,Metropolitan and Extra-Metropolitan Population of Queensland | Metropolitan and Extra-Metropolitan Population of South Australia,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0042_role_boundary_multiple_tables_cand_34_33_35_36_match_34_35.png,,
1911_census_volume_iii_part_xiv_summary,43,42,boundary_multiple_tables,36 | 35 | 37 | 38,36 | 37,Metropolitan and Extra-Metropolitan Population of Western Australia | Metropolitan and Extra-Metropolitan Population of Tasmania,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0043_role_boundary_multiple_tables_cand_36_35_37_38_match_36_37.png,,
1911_census_volume_iii_part_xiv_summary,45,44,boundary_multiple_tables,39 | 38 | 40 | 41,39 | 40,"Population of the Commonwealth, in Age Groups | Population of the State of New South Wales, in Age Groups",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0045_role_boundary_multiple_tables_cand_39_38_40_41_match_39_40.png,,
1911_census_volume_iii_part_xiv_summary,46,45,boundary_multiple_tables,41 | 40 | 42 | 43,41 | 42,41.—POPULATION OF THE STATE OF VICTORIA | 42.—POPULATION OF THE STATE OF QUEENSLAND,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0046_role_boundary_multiple_tables_cand_41_40_42_43_match_41_42.png,,
1911_census_volume_iii_part_xiv_summary,47,46,boundary_multiple_tables,43 | 42 | 44 | 45,43 | 44,43.—POPULATION OF THE STATE OF SOUTH AUSTRALIA | 44.—POPULATION OF THE STATE OF WESTERN AUSTRALIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0047_role_boundary_multiple_tables_cand_43_42_44_45_match_43_44.png,,
1911_census_volume_iii_part_xiv_summary,48,47,boundary_multiple_tables,45 | 44 | 46 | 47,45 | 46,45.—POPULATION OF THE STATE OF TASMANIA | 46.—POPULATION OF THE NORTHERN TERRITORY,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0048_role_boundary_multiple_tables_cand_45_44_46_47_match_45_46.png,,
1911_census_volume_iii_part_xiv_summary,65,64,boundary_multiple_tables,62 | 61 | 63 | 64,62 | 63,Comparative Statement of Population at the Censuses of 1901 and 1911 | Metropolitan and Extra-Metropolitan Population in States of-,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0065_role_boundary_multiple_tables_cand_62_61_63_64_match_62_63.png,,
1911_census_volume_iii_part_xiv_summary,76,75,boundary_multiple_tables,69 | 68 | 70,68 | 69,68.—BIRTHPLACES OF DEAF MUTES RECORDED IN THE SEVERAL STATES—continued. | 69.—CONJUGAL CONDITION OF BLIND PERSONS IN THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0076_role_boundary_multiple_tables_cand_69_68_70_match_68_69.png,,
1911_census_volume_iii_part_xiv_summary,77,76,boundary_multiple_tables,70 | 69 | 71,69 | 70,69.—CONJUGAL CONDITION OF BLIND PERSONS IN THE SEVERAL STATES—continued. | 70.—CONJUGAL CONDITION OF DEAF MUTE PERSONS IN THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0077_role_boundary_multiple_tables_cand_70_69_71_match_69_70.png,,
1911_census_volume_iii_part_xiv_summary,78,77,boundary_multiple_tables,71 | 70 | 72 | 73,71 | 72,71.—NUMBER OF PERSONS OF NON-EUROPEAN RACE IN THE COMMONWEALTH OF AUSTRALIA | 72.—NUMBER OF PERSONS OF NON-EUROPEAN RACE IN THE COMMONWEALTH OF AUSTRALIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0078_role_boundary_multiple_tables_cand_71_70_72_73_match_71_72.png,,
1911_census_volume_iii_part_xiv_summary,80,79,boundary_multiple_tables,74 | 73 | 75 | 76,74 | 75,"Chinese in Australia, Censuses 1891, 1901 and 1911 | Japanese, Hindus and Cingalese, and Polynesians in Australia, Censuses 1901 and 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0080_role_boundary_multiple_tables_cand_74_73_75_76_match_74_75.png,,
1911_census_volume_iii_part_xiv_summary,81,80,boundary_multiple_tables,76 | 75 | 77 | 78,76 | 77,Population of the Several States and Territories of the Commonwealth of Australia | Comparative Statement of the Population of the Commonwealth of Australia,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0081_role_boundary_multiple_tables_cand_76_75_77_78_match_76_77.png,,
1911_census_volume_iii_part_xiv_summary,82,81,boundary_multiple_tables,78 | 77 | 79 | 80,78 | 79,"Population of the Commonwealth, in Age Groups | Population of States and Territories, in Age Groups-",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0082_role_boundary_multiple_tables_cand_78_77_79_80_match_78_79.png,,
1911_census_volume_iii_part_xiv_summary,86,85,boundary_multiple_tables,80 | 79 | 81,79 | 80,"79.—POPULATION OF THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA, CLASSIFIED ACCORDING TO CONJUGAL CONDITION, SEX AND AGE—continued. | 80.—POPULATION OF METROPOLITAN AREAS IN THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0086_role_boundary_multiple_tables_cand_80_79_81_match_79_80.png,,
1911_census_volume_iii_part_xiv_summary,90,89,boundary_multiple_tables,81 | 80 | 82 | 83,81 | 82,Relative Ages of Husbands and Wives | Relative Religions of Husbands and Wives,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0090_role_boundary_multiple_tables_cand_81_80_82_83_match_81_82.png,,
1911_census_volume_iii_part_xiv_summary,91,90,boundary_multiple_tables,81 | 80 | 82 | 83,81 | 82,Relative Ages of Husbands and Wives | Relative Religions of Husbands and Wives,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0091_role_boundary_multiple_tables_cand_81_80_82_83_match_81_82.png,,
1911_census_volume_iii_part_xiv_summary,96,95,boundary_multiple_tables,84 | 83 | 85 | 86,84 | 85,Ages and Issue of Husbands | Ages and Issue of Wives,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0096_role_boundary_multiple_tables_cand_84_83_85_86_match_84_85.png,,
1911_census_volume_iii_part_xiv_summary,97,96,boundary_multiple_tables,84 | 83 | 85 | 86,84 | 85,Ages and Issue of Husbands | Ages and Issue of Wives,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0097_role_boundary_multiple_tables_cand_84_83_85_86_match_84_85.png,,
1911_census_volume_iii_part_xiv_summary,102,101,boundary_multiple_tables,89 | 88 | 90,88 | 89,"88. COMMONWEALTH ANNUAL RATES OF MORTALITY FOR EACH AGE AND SEX—continued. | 89. NUMBERS WHO SURVIVE EACH AGE OUT OF 100,000 OF EACH SEX AT BIRTH, ACCORDING TO THE COMMONWEALTH MORTALITY EXPERIENCE FOR EACH OF THE DECENNIA 1881-90, 1891-1900 AND 1901-10.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0102_role_boundary_multiple_tables_cand_89_88_90_match_88_89.png,,
1911_census_volume_iii_part_xiv_summary,104,103,boundary_multiple_tables,90 | 89 | 91,89 | 90,"89.—NUMBERS WHO SURVIVE EACH AGE OUT OF 100,000 OF EACH SEX AT BIRTH—continued. | 90.—COMMONWEALTH EXPECTATION OF LIFE AT EACH AGE IN EACH SEX ACCORDING TO THE COMMONWEALTH MORTALITY EXPERIENCE FOR EACH OF THE DECENNIA 1881-90, 1891-1900, AND 1901-10.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0104_role_boundary_multiple_tables_cand_90_89_91_match_89_90.png,,
1911_census_volume_iii_part_xiv_summary,107,106,boundary_multiple_tables,92 | 91 | 93,91 | 92,91. MALE RATES OF MORTALITY IN THE COMMONWEALTH AND STATES—continued. | 92. FEMALE RATES OF MORTALITY IN THE COMMONWEALTH AND ITS COMPONENT STATES AT EACH AGE FOR THE DECENNIUM 1881-90.,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0107_role_boundary_multiple_tables_cand_92_91_93_match_91_92.png,,
1911_census_volume_iii_part_xiv_summary,109,108,boundary_multiple_tables,93 | 92 | 94,92 | 93,Female Rates of Mortality in the Commonwealth and States | Male Rates of Mortality in the Commonwealth and its Component States at each Age for the Decennium 1891-1900,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0109_role_boundary_multiple_tables_cand_93_92_94_match_92_93.png,,
1911_census_volume_iii_part_xiv_summary,112,111,boundary_multiple_tables,95 | 94 | 96,94 | 95,94.—FEMALE RATES OF MORTALITY IN THE COMMONWEALTH AND STATES—continued. | 95—MALE RATES OF MORTALITY IN THE COMMONWEALTH AND ITS COMPONENT STATES AT EACH AGE FOR THE DECENNIUM 1901-10.,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0112_role_boundary_multiple_tables_cand_95_94_96_match_94_95.png,,
1911_census_volume_iii_part_xiv_summary,114,113,boundary_multiple_tables,96 | 95 | 97,95 | 96,95.-MALE RATES OF MORTALITY IN THE COMMONWEALTH AND STATES.-continued. | 96.-FEMALE RATES OF MORTALITY IN THE COMMONWEALTH AND ITS COMPONENT STATES AT EACH AGE FOR THE DECENNIUM 1901-10.,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0114_role_boundary_multiple_tables_cand_96_95_97_match_95_96.png,,
1911_census_volume_iii_part_xiv_summary,117,116,boundary_multiple_tables,98 | 97 | 99,98,"97.- NUMBER OF MALES WHO SURVIVE EACH AGE OUT OF 100,000 AT BIRTH-continued. | 98.- NUMBER OF FEMALES WHO SURVIVE EACH AGE OUT OF 100,000 AT BIRTH, ACCORDING TO THE MORTALITY EXPERIENCE OF THE COMMONWEALTH AND ITS COMPONENT STATES FOR THE DECENNIUM 1881-90.","Table 97 is present as a continuation from the previous page, but only Table 98 was requested as a candidate for this page range. I have included 98 as the primary match.",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0117_role_boundary_multiple_tables_cand_98_97_99_match_98.png,,
1911_census_volume_iii_part_xiv_summary,119,118,boundary_multiple_tables,99 | 98 | 100,98 | 99,"98.—NUMBER OF FEMALES WHO SURVIVE EACH AGE OUT OF 100,000 AT BIRTH—continued. | 99.—NUMBER OF MALES WHO SURVIVE EACH AGE OUT OF 100,000 AT BIRTH, ACCORDING TO THE MORTALITY EXPERIENCE OF THE COMMONWEALTH AND ITS COMPONENT STATES FOR THE DECENNIUM 1891-1900.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0119_role_boundary_multiple_tables_cand_99_98_100_match_98_99.png,,
1911_census_volume_iii_part_xiv_summary,122,121,boundary_multiple_tables,101 | 100 | 102,100 | 101,"100.--NUMBER OF FEMALES WHO SURVIVE EACH AGE OUT OF 100,000 AT BIRTH--continued. | 101.--NUMBER OF MALES WHO SURVIVE EACH AGE OUT OF 100,000 AT BIRTH, ACCORDING TO THE MORTALITY EXPERIENCE OF THE COMMONWEALTH AND ITS COMPONENT STATES FOR THE DECENNIUM 1901-1910.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0122_role_boundary_multiple_tables_cand_101_100_102_match_100_101.png,,
1911_census_volume_iii_part_xiv_summary,124,123,boundary_multiple_tables,102 | 101 | 103,101 | 102,"Number of Males who Survive each Age out of 100,000 at Birth | Females who Survive each Age out of 100,000 at Birth, 1901-1910",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0124_role_boundary_multiple_tables_cand_102_101_103_match_101_102.png,,
1911_census_volume_iii_part_xiv_summary,127,126,boundary_multiple_tables,104 | 103 | 105,103 | 104,103.-MALE EXPECTATION OF LIFE AT EACH AGE-continued. | 104.-FEMALE EXPECTATION OF LIFE AT EACH AGE ACCORDING TO THE MORTALITY EXPERIENCE OF THE COMMONWEALTH AND ITS COMPONENT STATES FOR THE DECENNIUM 1881-90.,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0127_role_boundary_multiple_tables_cand_104_103_105_match_103_104.png,,
1911_census_volume_iii_part_xiv_summary,129,128,boundary_multiple_tables,105 | 104 | 106,104 | 105,"Female Expectation of Life at each Age, 1881-1890 | Male Expectation of Life at each Age, 1891-1900",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0129_role_boundary_multiple_tables_cand_105_104_106_match_104_105.png,,
1911_census_volume_iii_part_xiv_summary,132,131,boundary_multiple_tables,107 | 106 | 108,107,106.-FEMALE EXPECTATION OF LIFE AT EACH AGE-continued. | 107.-MALE EXPECTATION OF LIFE AT EACH AGE ACCORDING TO THE MORTALITY EXPERIENCE OF THE COMMONWEALTH AND ITS COMPONENT STATES FOR THE DECENNIUM 1901-10.,"Table 106 is present but not in the candidate list for this page, so only 107 is matched.",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0132_role_boundary_multiple_tables_cand_107_106_108_match_107.png,,
1911_census_volume_iii_part_xiv_summary,134,133,boundary_multiple_tables,108 | 107 | 109,107 | 108,107.—MALE EXPECTATION OF LIFE AT EACH AGE—continued. | 108.—FEMALE EXPECTATION OF LIFE AT EACH AGE ACCORDING TO THE MORTALITY EXPERIENCE OF THE COMMONWEALTH AND ITS COMPONENT STATES FOR THE DECENNIUM 1901–10.,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0134_role_boundary_multiple_tables_cand_108_107_109_match_107_108.png,,
1911_census_volume_iii_part_xiv_summary,141,140,non_table,111 | 110 | 112,,,"The page contains a table, but it does not match the provided candidate table numbers (110, 111, 112). The table appears to be a continuation of a table regarding Age and Occupation, not the tables listed in the candidates.",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0141_role_non_table_cand_111_110_112_match_unknown.png,,
1911_census_volume_iii_part_xiv_summary,172,171,boundary_multiple_tables,142 | 141 | 143 | 144,142 | 143,Nature of Dwellings and Number of Rooms | Materials and Number of Rooms-Private Dwellings,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0172_role_boundary_multiple_tables_cand_142_141_143_144_match_142_143.png,,
1911_census_volume_iii_part_xiv_summary,174,173,boundary_multiple_tables,144 | 143 | 145 | 146,144 | 145,Materials and Number of Rooms-Dwellings other than Private | Materials and Number of Rooms-All Dwellings,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0174_role_boundary_multiple_tables_cand_144_143_145_146_match_144_145.png,,
1911_census_volume_iii_part_xiv_summary,175,174,boundary_multiple_tables,144 | 143 | 145 | 146,144 | 145,Materials and Number of Rooms-Dwellings other than Private | Materials and Number of Rooms-All Dwellings,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0175_role_boundary_multiple_tables_cand_144_143_145_146_match_144_145.png,,
1911_census_volume_iii_part_xiv_summary,176,175,boundary_multiple_tables,146 | 145 | 147 | 148,146 | 147,146.—OCCUPIED DWELLINGS IN THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA | 147.—OCCUPIED PRIVATE DWELLINGS IN THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0176_role_boundary_multiple_tables_cand_146_145_147_148_match_146_147.png,,
1911_census_volume_iii_part_xiv_summary,177,176,boundary_multiple_tables,148 | 147 | 149 | 150,148 | 149,148.-OCCUPIED DWELLINGS OTHER THAN PRIVATE DWELLINGS IN THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA | 149.-ALL OCCUPIED DWELLINGS IN THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0177_role_boundary_multiple_tables_cand_148_147_149_150_match_148_149.png,,
1911_census_volume_iii_part_xiv_summary,180,179,boundary_multiple_tables,151 | 150 | 152 | 153 | 154,151 | 152 | 153,"151. OCCUPIED PRIVATE DWELLINGS IN THE At the Census of 3rd April, 1911, Classified according to Materials | 152. OCCUPIED DWELLINGS (OTHER THAN PRIVATE DWELLINGS) At the Census of 3rd April, 1911, Classified according to Materials | 153. ALL OCCUPIED DWELLINGS WITHIN THE At the Census of 3rd April, 1911, Classified according to Materials",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0180_role_boundary_multiple_tables_cand_151_150_152_153_154_match_151_152_153.png,,
1911_census_volume_iii_part_xiv_summary,181,180,boundary_multiple_tables,151 | 150 | 152 | 153 | 154,151 | 152 | 153,"Materials, and Number of Inmates-Private Dwellings | Materials, and Number of Inmates-Dwellings other than Private | Materials, and Number of Inmates-All Dwellings",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0181_role_boundary_multiple_tables_cand_151_150_152_153_154_match_151_152_153.png,,
1911_census_volume_iii_part_xiv_summary,183,182,boundary_multiple_tables,155 | 154 | 156 | 157 | 158,155 | 156 | 157,155. INMATES OF PRIVATE DWELLINGS (CLASSIFIED ACCORDING TO MATERIALS OF WHICH OUTER WALLS WERE BUILT) IN THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA | 156. INMATES OF DWELLINGS (OTHER THAN PRIVATE DWELLINGS AND CLASSIFIED ACCORDING TO MATERIALS OF WHICH OUTER WALLS WERE BUILT) IN THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA | 157. INMATES OF ALL DWELLINGS (CLASSIFIED ACCORDING TO MATERIALS OF WHICH OUTER WALLS WERE BUILT) IN THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0183_role_boundary_multiple_tables_cand_155_154_156_157_158_match_155_156_157.png,,
1911_census_volume_iii_part_xiv_summary,184,183,boundary_multiple_tables,158 | 157 | 159 | 160,158 | 159,Number of Rooms and Number of Inmates-Private Dwellings | Number of Rooms and Number of Inmates-Dwellings other than Private,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0184_role_boundary_multiple_tables_cand_158_157_159_160_match_158_159.png,,
1911_census_volume_iii_part_xiv_summary,186,185,boundary_multiple_tables,160 | 159 | 161 | 162,160 | 161,160. ALL OCCUPIED DWELLINGS IN | 161. INMATES OF PRIVATE DWELLINGS (CLASSIFIED ACCORDING TO NUMBER OF ROOMS) IN THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0186_role_boundary_multiple_tables_cand_160_159_161_162_match_160_161.png,,
1911_census_volume_iii_part_xiv_summary,201,200,boundary_multiple_tables,166 | 165 | 167 | 168,165 | 166 | 167,165.—POPULATION OF LOCAL GOVERNMENT AREAS IN THE SEVERAL STATES—continued. VII.—NORTHERN TERRITORY (DISTRICT COUNCIL). | 166.—POPULATION OF CENSUS DISTRICTS IN QUEENSLAND | 167.—POPULATION OF STATISTICAL DISTRICTS IN WESTERN AUSTRALIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0201_role_boundary_multiple_tables_cand_166_165_167_168_match_165_166_167.png,,
